Close
76.8770000
76.7800000
76.6970000
78.1759000
77.4040000
77.0212000
76.9305000
77.6225000
77.9017000
78.9700000
78.6760000
78.2910000
78.8067000
78.2320000
78.3110000
78.1412000
77.5090000
77.8200000
77.6840000
77.6720000
78.1630000
77.3940000
78.2670000
78.0880000
78.7847000
79.8683000
