Close
1.1125000
1.1184000
1.1233600
1.1335300
1.1287300
1.1315200
1.1303000
1.1331000
1.1366500
1.1286500
1.1260100
1.1251400
1.1337300
1.1263100
1.1241600
1.1207200
1.1176000
1.1176400
1.1277800
1.1312400
1.1249700
1.1216300
1.1217600
1.1221600
1.1246600
1.1233000
