Close
68.9300000
68.6240000
68.4742000
69.0662000
68.5768000
68.0760000
68.0675000
68.5633000
68.4244000
70.0805000
69.6639000
69.5589000
69.5338000
69.4352000
69.6417000
69.6940000
69.3250000
69.6945000
68.8890000
68.7487000
69.4652000
69.0666000
69.7700000
69.5530000
70.1453000
71.1907000
